,0
"(2, 45)",12.0617
"(2, 46)",12.0617
"(2, 47)",12.0617
"(2, 48)",12.0617
"(2, 49)",12.0617
"(2, 50)",16.7117
"(2, 51)",16.7117
"(2, 52)",15.0467
"(2, 53)",16.7117
"(2, 54)",16.7117
"(2, 55)",15.0467
"(2, 56)",16.7117
"(2, 57)",16.7117
"(2, 58)",15.0467
"(2, 59)",16.7117
"(2, 60)",16.7117
"(2, 61)",15.0467
"(2, 62)",98.9817
"(2, 63)",98.9817
"(2, 64)",15.0467
"(2, 65)",98.9817
"(2, 66)",98.9817
"(2, 67)",15.0467
"(2, 68)",98.9817
"(2, 69)",98.9817
"(2, 70)",15.0467
"(2, 71)",13.1783
"(2, 72)",13.1783
"(2, 73)",13.1783
"(2, 74)",13.1783
"(2, 75)",13.1783
"(2, 81)",10.6833
"(2, 82)",10.6833
"(2, 83)",15.0467
"(2, 84)",10.6833
"(2, 85)",10.6833
"(2, 86)",15.0467
"(2, 87)",10.6833
"(2, 88)",10.6833
"(2, 89)",15.0467
"(2, 90)",10.6833
"(2, 91)",10.6833
"(2, 92)",15.0467
"(2, 93)",10.6833
"(2, 94)",10.6833
"(2, 95)",15.0467
"(3, 0)",15.0467
"(3, 1)",0.0
"(3, 2)",0.0
"(3, 3)",0.0
"(3, 4)",0.0
"(3, 5)",0.0
"(3, 6)",14.3433
"(3, 7)",14.3433
"(3, 8)",14.3433
"(3, 9)",8.6617
"(3, 10)",8.6617
"(3, 11)",15.0467
"(3, 12)",11.5633
"(3, 13)",11.5633
"(3, 14)",11.5633
"(3, 15)",11.5633
"(3, 16)",11.5633
"(3, 17)",13.785
"(3, 18)",13.785
"(3, 19)",15.0467
"(3, 20)",13.785
"(3, 21)",13.785
"(3, 22)",15.0467
"(3, 23)",13.785
"(3, 24)",13.785
"(3, 25)",15.0467
"(3, 26)",13.785
"(3, 27)",13.785
"(3, 28)",12.3267
"(3, 29)",12.3267
"(3, 30)",12.3267
"(3, 31)",12.3267
"(3, 32)",12.3267
"(3, 33)",15.0467
"(3, 34)",9.4817
"(3, 35)",9.4817
"(3, 36)",9.4817
"(3, 37)",15.0467
"(3, 38)",15.0467
"(3, 39)",9.4817
"(3, 40)",9.4817
"(3, 41)",9.4817
"(3, 42)",15.0467
"(3, 43)",17.2817
"(3, 44)",17.2817
"(3, 45)",12.0617
"(3, 46)",12.0617
"(3, 47)",12.0617
"(3, 48)",12.0617
"(3, 49)",12.0617
"(3, 50)",16.7117
"(3, 51)",16.7117
"(3, 52)",15.0467
"(3, 53)",16.7117
"(3, 54)",16.7117
"(3, 55)",15.0467
"(3, 56)",16.7117
"(3, 57)",16.7117
"(3, 58)",15.0467
"(3, 59)",16.7117
"(3, 60)",16.7117
"(3, 61)",15.0467
"(3, 62)",98.9817
"(3, 63)",98.9817
"(3, 64)",15.0467
"(3, 65)",98.9817
"(3, 66)",98.9817
"(3, 67)",15.0467
"(3, 68)",98.9817
"(3, 69)",98.9817
"(3, 70)",15.0467
"(3, 71)",13.1783
"(3, 72)",13.1783
"(3, 73)",13.1783
"(3, 74)",13.1783
"(3, 75)",13.1783
"(3, 81)",10.6833
"(3, 82)",10.6833
"(3, 83)",15.0467
"(3, 84)",10.6833
"(3, 85)",10.6833
"(3, 86)",15.0467
"(3, 87)",10.6833
"(3, 88)",10.6833
"(3, 89)",15.0467
"(3, 90)",10.6833
"(3, 91)",10.6833
"(3, 92)",15.0467
"(3, 93)",10.6833
"(3, 94)",10.6833
"(3, 95)",15.0467
"(4, 0)",15.0467
"(4, 1)",0.0
"(4, 2)",0.0
"(4, 3)",0.0
"(4, 4)",0.0
"(4, 5)",0.0
"(4, 6)",14.3433
"(4, 7)",14.3433
"(4, 8)",14.3433
"(4, 9)",8.6617
"(4, 10)",8.6617
"(4, 11)",15.0467
"(4, 12)",11.5633
"(4, 13)",11.5633
"(4, 14)",11.5633
"(4, 15)",11.5633
"(4, 16)",11.5633
"(4, 17)",13.785
"(4, 18)",13.785
"(4, 19)",15.0467
"(4, 20)",13.785
"(4, 21)",13.785
"(4, 22)",15.0467
"(4, 23)",13.785
"(4, 24)",13.785
"(4, 25)",15.0467
"(4, 26)",13.785
"(4, 27)",13.785
"(4, 28)",12.3267
"(4, 29)",12.3267
"(4, 30)",12.3267
"(4, 31)",12.3267
"(4, 32)",12.3267
"(4, 33)",15.0467
"(4, 34)",9.4817
"(4, 35)",9.4817
"(4, 36)",9.4817
"(4, 37)",15.0467
"(4, 38)",15.0467
"(4, 39)",9.4817
"(4, 40)",9.4817
"(4, 41)",9.4817
"(4, 42)",15.0467
"(4, 43)",17.2817
"(4, 44)",17.2817
"(4, 45)",12.0617
"(4, 46)",12.0617
"(4, 47)",12.0617
"(4, 48)",12.0617
"(4, 49)",12.0617
"(4, 50)",16.7117
"(4, 51)",16.7117
"(4, 52)",15.0467
"(4, 53)",16.7117
"(4, 54)",16.7117
"(4, 55)",15.0467
"(4, 56)",16.7117
"(4, 57)",16.7117
"(4, 58)",15.0467
"(4, 59)",16.7117
"(4, 60)",16.7117
"(4, 61)",15.0467
"(4, 62)",98.9817
"(4, 63)",98.9817
"(4, 64)",15.0467
"(4, 65)",98.9817
"(4, 66)",98.9817
"(4, 67)",15.0467
"(4, 68)",98.9817
"(4, 69)",98.9817
"(4, 70)",15.0467
"(4, 71)",13.1783
"(4, 72)",13.1783
"(4, 73)",13.1783
"(4, 74)",13.1783
"(4, 75)",13.1783
"(4, 81)",10.6833
"(4, 82)",10.6833
"(4, 83)",15.0467
"(4, 84)",10.6833
"(4, 85)",10.6833
"(4, 86)",15.0467
"(4, 87)",10.6833
"(4, 88)",10.6833
"(4, 89)",15.0467
"(4, 90)",10.6833
"(4, 91)",10.6833
"(4, 92)",15.0467
"(4, 93)",10.6833
"(4, 94)",10.6833
"(4, 95)",15.0467
"(5, 0)",15.0467
"(5, 1)",0.0
"(5, 2)",0.0
"(5, 3)",0.0
"(5, 4)",0.0
"(5, 5)",0.0
"(5, 6)",14.3433
"(5, 7)",14.3433
"(5, 8)",14.3433
"(5, 9)",8.6617
"(5, 10)",8.6617
"(5, 11)",15.0467
"(5, 12)",11.5633
"(5, 13)",11.5633
"(5, 14)",11.5633
"(5, 15)",11.5633
"(5, 16)",11.5633
"(5, 17)",13.785
"(5, 18)",13.785
"(5, 19)",15.0467
"(5, 20)",13.785
"(5, 21)",13.785
"(5, 22)",15.0467
"(5, 23)",13.785
"(5, 24)",13.785
"(5, 25)",15.0467
"(5, 26)",13.785
"(5, 27)",13.785
"(5, 28)",12.3267
"(5, 29)",12.3267
"(5, 30)",12.3267
"(5, 31)",12.3267
"(5, 32)",12.3267
"(5, 33)",15.0467
"(5, 34)",9.4817
"(5, 35)",9.4817
"(5, 36)",9.4817
"(5, 37)",15.0467
"(5, 38)",15.0467
"(5, 39)",9.4817
"(5, 40)",9.4817
"(5, 41)",9.4817
"(5, 42)",15.0467
"(5, 43)",17.2817
"(5, 44)",17.2817
"(5, 45)",12.0617
"(5, 46)",12.0617
"(5, 47)",12.0617
"(5, 48)",12.0617
"(5, 49)",12.0617
"(5, 50)",16.7117
"(5, 51)",16.7117
"(5, 52)",15.0467
"(5, 53)",16.7117
"(5, 54)",16.7117
"(5, 55)",15.0467
"(5, 56)",16.7117
"(5, 57)",16.7117
"(5, 58)",15.0467
"(5, 59)",16.7117
"(5, 60)",16.7117
"(5, 61)",15.0467
"(5, 62)",98.9817
"(5, 63)",98.9817
"(5, 64)",15.0467
"(5, 65)",98.9817
"(5, 66)",98.9817
"(5, 67)",15.0467
"(5, 68)",98.9817
"(5, 69)",98.9817
"(5, 70)",15.0467
"(5, 71)",13.1783
"(5, 72)",13.1783
"(5, 73)",13.1783
"(5, 74)",13.1783
"(5, 75)",13.1783
"(5, 81)",10.6833
"(5, 82)",10.6833
"(5, 83)",15.0467
"(5, 84)",10.6833
"(5, 85)",10.6833
"(5, 86)",15.0467
"(5, 87)",10.6833
"(5, 88)",10.6833
"(5, 89)",15.0467
"(5, 90)",10.6833
"(5, 91)",10.6833
"(5, 92)",15.0467
"(5, 93)",10.6833
"(5, 94)",10.6833
"(5, 95)",15.0467
"(6, 0)",6.5083
"(6, 1)",13.47
"(6, 2)",13.47
"(6, 3)",13.47
"(6, 4)",13.47
"(6, 5)",13.47
"(6, 6)",0.0
"(6, 7)",0.0
"(6, 8)",0.0
"(6, 9)",12.6633
"(6, 10)",12.6633
"(6, 11)",6.5083
"(6, 12)",9.46
"(6, 13)",9.46
"(6, 14)",9.46
"(6, 15)",9.46
"(6, 16)",9.46
"(6, 17)",23.31
"(6, 18)",23.31
"(6, 19)",6.5083
"(6, 20)",23.31
"(6, 21)",23.31
"(6, 22)",6.5083
"(6, 23)",23.31
"(6, 24)",23.31
"(6, 25)",6.5083
"(6, 26)",23.31
"(6, 27)",23.31
"(6, 28)",21.8517
"(6, 29)",21.8517
"(6, 30)",21.8517
"(6, 31)",21.8517
"(6, 32)",21.8517
"(6, 33)",6.5083
"(6, 34)",16.465
"(6, 35)",16.465
"(6, 36)",16.465
"(6, 37)",6.5083
"(6, 38)",6.5083
"(6, 39)",16.465
"(6, 40)",16.465
"(6, 41)",16.465
"(6, 42)",6.5083
"(6, 43)",10.945
"(6, 44)",10.945
"(6, 45)",9.015
"(6, 46)",9.015
"(6, 47)",9.015
"(6, 48)",9.015
"(6, 49)",9.015
"(6, 50)",4.3367
"(6, 51)",4.3367
"(6, 52)",6.5083
"(6, 53)",4.3367
"(6, 54)",4.3367
"(6, 55)",6.5083
"(6, 56)",4.3367
"(6, 57)",4.3367
"(6, 58)",6.5083
"(6, 59)",4.3367
"(6, 60)",4.3367
"(6, 61)",6.5083
"(6, 62)",94.2967
"(6, 63)",94.2967
"(6, 64)",6.5083
"(6, 65)",94.2967
"(6, 66)",94.2967
"(6, 67)",6.5083
"(6, 68)",94.2967
"(6, 69)",94.2967
"(6, 70)",6.5083
"(6, 71)",10.5467
"(6, 72)",10.5467
"(6, 73)",10.5467
"(6, 74)",10.5467
"(6, 75)",10.5467
"(6, 81)",9.0683
"(6, 82)",9.0683
"(6, 83)",6.5083
"(6, 84)",9.0683
"(6, 85)",9.0683
"(6, 86)",6.5083
"(6, 87)",9.0683
"(6, 88)",9.0683
"(6, 89)",6.5083
"(6, 90)",9.0683
"(6, 91)",9.0683
"(6, 92)",6.5083
"(6, 93)",9.0683
"(6, 94)",9.0683
"(6, 95)",6.5083
"(7, 0)",6.5083
"(7, 1)",13.47
"(7, 2)",13.47
"(7, 3)",13.47
"(7, 4)",13.47
"(7, 5)",13.47
"(7, 6)",0.0
"(7, 7)",0.0
"(7, 8)",0.0
"(7, 9)",12.6633
"(7, 10)",12.6633
"(7, 11)",6.5083
"(7, 12)",9.46
"(7, 13)",9.46
"(7, 14)",9.46
"(7, 15)",9.46
"(7, 16)",9.46
"(7, 17)",23.31
"(7, 18)",23.31
"(7, 19)",6.5083
"(7, 20)",23.31
"(7, 21)",23.31
"(7, 22)",6.5083
"(7, 23)",23.31
"(7, 24)",23.31
"(7, 25)",6.5083
"(7, 26)",23.31
"(7, 27)",23.31
"(7, 28)",21.8517
"(7, 29)",21.8517
"(7, 30)",21.8517
"(7, 31)",21.8517
"(7, 32)",21.8517
"(7, 33)",6.5083
"(7, 34)",16.465
"(7, 35)",16.465
"(7, 36)",16.465
"(7, 37)",6.5083
"(7, 38)",6.5083
"(7, 39)",16.465
"(7, 40)",16.465
"(7, 41)",16.465
"(7, 42)",6.5083
"(7, 43)",10.945
"(7, 44)",10.945
"(7, 45)",9.015
"(7, 46)",9.015
"(7, 47)",9.015
"(7, 48)",9.015
"(7, 49)",9.015
"(7, 50)",4.3367
"(7, 51)",4.3367
"(7, 52)",6.5083
"(7, 53)",4.3367
"(7, 54)",4.3367
"(7, 55)",6.5083
"(7, 56)",4.3367
"(7, 57)",4.3367
"(7, 58)",6.5083
"(7, 59)",4.3367
"(7, 60)",4.3367
"(7, 61)",6.5083
"(7, 62)",94.2967
"(7, 63)",94.2967
"(7, 64)",6.5083
"(7, 65)",94.2967
"(7, 66)",94.2967
"(7, 67)",6.5083
"(7, 68)",94.2967
"(7, 69)",94.2967
"(7, 70)",6.5083
"(7, 71)",10.5467
"(7, 72)",10.5467
"(7, 73)",10.5467
"(7, 74)",10.5467
"(7, 75)",10.5467
"(7, 81)",9.0683
"(7, 82)",9.0683
"(7, 83)",6.5083
"(7, 84)",9.0683
"(7, 85)",9.0683
"(7, 86)",6.5083
"(7, 87)",9.0683
"(7, 88)",9.0683
"(7, 89)",6.5083
"(7, 90)",9.0683
"(7, 91)",9.0683
"(7, 92)",6.5083
"(7, 93)",9.0683
"(7, 94)",9.0683
"(7, 95)",6.5083
"(8, 0)",6.5083
"(8, 1)",13.47
"(8, 2)",13.47
"(8, 3)",13.47
"(8, 4)",13.47
"(8, 5)",13.47
"(8, 6)",0.0
"(8, 7)",0.0
"(8, 8)",0.0
"(8, 9)",12.6633
"(8, 10)",12.6633
"(8, 11)",6.5083
"(8, 12)",9.46
"(8, 13)",9.46
"(8, 14)",9.46
"(8, 15)",9.46
"(8, 16)",9.46
"(8, 17)",23.31
"(8, 18)",23.31
"(8, 19)",6.5083
"(8, 20)",23.31
"(8, 21)",23.31
"(8, 22)",6.5083
"(8, 23)",23.31
"(8, 24)",23.31
"(8, 25)",6.5083
"(8, 26)",23.31
"(8, 27)",23.31
"(8, 28)",21.8517
"(8, 29)",21.8517
"(8, 30)",21.8517
"(8, 31)",21.8517
"(8, 32)",21.8517
"(8, 33)",6.5083
"(8, 34)",16.465
"(8, 35)",16.465
"(8, 36)",16.465
"(8, 37)",6.5083
"(8, 38)",6.5083
"(8, 39)",16.465
"(8, 40)",16.465
"(8, 41)",16.465
"(8, 42)",6.5083
"(8, 43)",10.945
"(8, 44)",10.945
"(8, 45)",9.015
"(8, 46)",9.015
"(8, 47)",9.015
"(8, 48)",9.015
"(8, 49)",9.015
"(8, 50)",4.3367
"(8, 51)",4.3367
"(8, 52)",6.5083
"(8, 53)",4.3367
"(8, 54)",4.3367
"(8, 55)",6.5083
"(8, 56)",4.3367
"(8, 57)",4.3367
"(8, 58)",6.5083
"(8, 59)",4.3367
"(8, 60)",4.3367
"(8, 61)",6.5083
"(8, 62)",94.2967
"(8, 63)",94.2967
"(8, 64)",6.5083
"(8, 65)",94.2967
"(8, 66)",94.2967
"(8, 67)",6.5083
"(8, 68)",94.2967
"(8, 69)",94.2967
"(8, 70)",6.5083
"(8, 71)",10.5467
"(8, 72)",10.5467
"(8, 73)",10.5467
"(8, 74)",10.5467
"(8, 75)",10.5467
"(8, 81)",9.0683
"(8, 82)",9.0683
"(8, 83)",6.5083
"(8, 84)",9.0683
"(8, 85)",9.0683
"(8, 86)",6.5083
"(8, 87)",9.0683
"(8, 88)",9.0683
"(8, 89)",6.5083
"(8, 90)",9.0683
"(8, 91)",9.0683
"(8, 92)",6.5083
"(8, 93)",9.0683
"(8, 94)",9.0683
"(8, 95)",6.5083
"(9, 0)",9.6633
"(9, 1)",7.1883
"(9, 2)",7.1883
"(9, 3)",7.1883
"(9, 4)",7.1883
"(9, 5)",7.1883
"(9, 6)",12.4917
"(9, 7)",12.4917
"(9, 8)",12.4917
"(9, 9)",0.0
"(9, 10)",0.0
"(9, 11)",9.6633
"(9, 12)",10.3233
"(9, 13)",10.3233
"(9, 14)",10.3233
"(9, 15)",10.3233
"(9, 16)",10.3233
"(9, 17)",17.13
"(9, 18)",17.13
"(9, 19)",9.6633
"(9, 20)",17.13
"(9, 21)",17.13
"(9, 22)",9.6633
"(9, 23)",17.13
"(9, 24)",17.13
"(9, 25)",9.6633
"(9, 26)",17.13
"(9, 27)",17.13
"(9, 28)",15.6717
"(9, 29)",15.6717
"(9, 30)",15.6717
"(9, 31)",15.6717
"(9, 32)",15.6717
"(9, 33)",9.6633
"(9, 34)",13.0133
"(9, 35)",13.0133
"(9, 36)",13.0133
"(9, 37)",9.6633
"(9, 38)",9.6633
"(9, 39)",13.0133
"(9, 40)",13.0133
"(9, 41)",13.0133
"(9, 42)",9.6633
"(9, 43)",15.85
"(9, 44)",15.85
"(9, 45)",6.84
"(9, 46)",6.84
"(9, 47)",6.84
"(9, 48)",6.84
"(9, 49)",6.84
"(9, 50)",14.8233
"(9, 51)",14.8233
"(9, 52)",9.6633
"(9, 53)",14.8233
"(9, 54)",14.8233
"(9, 55)",9.6633
"(9, 56)",14.8233
"(9, 57)",14.8233
"(9, 58)",9.6633
"(9, 59)",14.8233
"(9, 60)",14.8233
"(9, 61)",9.6633
"(9, 62)",97.55
"(9, 63)",97.55
"(9, 64)",9.6633
"(9, 65)",97.55
"(9, 66)",97.55
"(9, 67)",9.6633
"(9, 68)",97.55
"(9, 69)",97.55
"(9, 70)",9.6633
"(9, 71)",11.7467
"(9, 72)",11.7467
"(9, 73)",11.7467
"(9, 74)",11.7467
"(9, 75)",11.7467
"(9, 81)",9.71
"(9, 82)",9.71
"(9, 83)",9.6633
"(9, 84)",9.71
"(9, 85)",9.71
"(9, 86)",9.6633
"(9, 87)",9.71
"(9, 88)",9.71
"(9, 89)",9.6633
"(9, 90)",9.71
"(9, 91)",9.71
"(9, 92)",9.6633
"(9, 93)",9.71
"(9, 94)",9.71
"(9, 95)",9.6633
"(10, 0)",9.6633
"(10, 1)",7.1883
"(10, 2)",7.1883
"(10, 3)",7.1883
"(10, 4)",7.1883
"(10, 5)",7.1883
"(10, 6)",12.4917
"(10, 7)",12.4917
"(10, 8)",12.4917
"(10, 9)",0.0
"(10, 10)",0.0
"(10, 11)",9.6633
"(10, 12)",10.3233
"(10, 13)",10.3233
"(10, 14)",10.3233
"(10, 15)",10.3233
"(10, 16)",10.3233
"(10, 17)",17.13
"(10, 18)",17.13
"(10, 19)",9.6633
"(10, 20)",17.13
"(10, 21)",17.13
"(10, 22)",9.6633
"(10, 23)",17.13
"(10, 24)",17.13
"(10, 25)",9.6633
"(10, 26)",17.13
"(10, 27)",17.13
"(10, 28)",15.6717
"(10, 29)",15.6717
"(10, 30)",15.6717
"(10, 31)",15.6717
"(10, 32)",15.6717
"(10, 33)",9.6633
"(10, 34)",13.0133
"(10, 35)",13.0133
"(10, 36)",13.0133
"(10, 37)",9.6633
"(10, 38)",9.6633
"(10, 39)",13.0133
"(10, 40)",13.0133
"(10, 41)",13.0133
"(10, 42)",9.6633
"(10, 43)",15.85
"(10, 44)",15.85
"(10, 45)",6.84
"(10, 46)",6.84
"(10, 47)",6.84
"(10, 48)",6.84
"(10, 49)",6.84
"(10, 50)",14.8233
"(10, 51)",14.8233
"(10, 52)",9.6633
"(10, 53)",14.8233
"(10, 54)",14.8233
"(10, 55)",9.6633
"(10, 56)",14.8233
"(10, 57)",14.8233
"(10, 58)",9.6633
"(10, 59)",14.8233
"(10, 60)",14.8233
"(10, 61)",9.6633
"(10, 62)",97.55
"(10, 63)",97.55
"(10, 64)",9.6633
"(10, 65)",97.55
"(10, 66)",97.55
"(10, 67)",9.6633
"(10, 68)",97.55
"(10, 69)",97.55
"(10, 70)",9.6633
"(10, 71)",11.7467
"(10, 72)",11.7467
"(10, 73)",11.7467
"(10, 74)",11.7467
"(10, 75)",11.7467
"(10, 81)",9.71
"(10, 82)",9.71
"(10, 83)",9.6633
"(10, 84)",9.71
"(10, 85)",9.71
"(10, 86)",9.6633
"(10, 87)",9.71
"(10, 88)",9.71
"(10, 89)",9.6633
"(10, 90)",9.71
"(10, 91)",9.71
"(10, 92)",9.6633
"(10, 93)",9.71
"(10, 94)",9.71
"(10, 95)",9.6633
"(11, 0)",0.0
"(11, 1)",13.8983
"(11, 2)",13.8983
"(11, 3)",13.8983
"(11, 4)",13.8983
"(11, 5)",13.8983
"(11, 6)",6.4967
"(11, 7)",6.4967
"(11, 8)",6.4967
"(11, 9)",10.645
"(11, 10)",10.645
"(11, 11)",0.0
"(11, 12)",9.8883
"(11, 13)",9.8883
"(11, 14)",9.8883
"(11, 15)",9.8883
"(11, 16)",9.8883
"(11, 17)",23.7383
"(11, 18)",23.7383
"(11, 19)",0.0
"(11, 20)",23.7383
"(11, 21)",23.7383
"(11, 22)",0.0
"(11, 23)",23.7383
"(11, 24)",23.7383
"(11, 25)",0.0
"(11, 26)",23.7383
"(11, 27)",23.7383
"(11, 28)",22.28
"(11, 29)",22.28
"(11, 30)",22.28
"(11, 31)",22.28
"(11, 32)",22.28
"(11, 33)",0.0
"(11, 34)",16.8933
"(11, 35)",16.8933
"(11, 36)",16.8933
"(11, 37)",0.0
"(11, 38)",0.0
"(11, 39)",16.8933
"(11, 40)",16.8933
"(11, 41)",16.8933
"(11, 42)",0.0
"(11, 43)",11.2267
"(11, 44)",11.2267
"(11, 45)",4.53
"(11, 46)",4.53
"(11, 47)",4.53
"(11, 48)",4.53
"(11, 49)",4.53
"(11, 50)",8.91
"(11, 51)",8.91
"(11, 52)",0.0
"(11, 53)",8.91
"(11, 54)",8.91
"(11, 55)",0.0
"(11, 56)",8.91
"(11, 57)",8.91
"(11, 58)",0.0
"(11, 59)",8.91
"(11, 60)",8.91
"(11, 61)",0.0
"(11, 62)",93.6533
"(11, 63)",93.6533
"(11, 64)",0.0
"(11, 65)",93.6533
"(11, 66)",93.6533
"(11, 67)",0.0
"(11, 68)",93.6533
"(11, 69)",93.6533
"(11, 70)",0.0
"(11, 71)",7.37
"(11, 72)",7.37
"(11, 73)",7.37
"(11, 74)",7.37
"(11, 75)",7.37
"(11, 81)",9.4967
"(11, 82)",9.4967
"(11, 83)",0.0
"(11, 84)",9.4967
"(11, 85)",9.4967
"(11, 86)",0.0
"(11, 87)",9.4967
"(11, 88)",9.4967
"(11, 89)",0.0
"(11, 90)",9.4967
"(11, 91)",9.4967
"(11, 92)",0.0
"(11, 93)",9.4967
"(11, 94)",9.4967
"(11, 95)",0.0
"(12, 0)",9.7933
"(12, 1)",10.965
"(12, 2)",10.965
"(12, 3)",10.965
"(12, 4)",10.965
"(12, 5)",10.965
"(12, 6)",9.0967
"(12, 7)",9.0967
"(12, 8)",9.0967
