,0
"(1, 98)",13.785
"(1, 99)",9.4817
"(1, 100)",9.4817
"(1, 101)",15.0467
"(1, 102)",9.4817
"(1, 103)",9.4817
"(1, 104)",15.0467
"(1, 105)",9.4817
"(1, 106)",9.4817
"(1, 107)",15.0467
"(1, 108)",17.2817
"(1, 109)",17.2817
"(1, 110)",3.5883
"(1, 111)",3.5883
"(1, 112)",9.7283
"(1, 113)",12.0617
"(1, 114)",12.0617
"(1, 115)",12.0617
"(1, 116)",12.0617
"(1, 117)",12.0617
"(1, 118)",16.7117
"(1, 119)",16.7117
"(1, 120)",15.0467
"(1, 121)",16.7117
"(1, 122)",16.7117
"(1, 123)",15.0467
"(1, 124)",16.7117
"(1, 125)",16.7117
"(1, 126)",15.0467
"(1, 127)",16.7117
"(1, 128)",16.7117
"(1, 129)",15.0467
"(2, 0)",15.0467
"(2, 1)",0.0
"(2, 2)",0.0
"(2, 3)",0.0
"(2, 4)",0.0
"(2, 5)",0.0
"(2, 6)",14.3433
"(2, 7)",14.3433
"(2, 8)",14.3433
"(2, 9)",8.6617
"(2, 10)",8.6617
"(2, 11)",15.0467
"(2, 12)",11.5633
"(2, 13)",11.5633
"(2, 14)",11.5633
"(2, 15)",11.5633
"(2, 16)",11.5633
"(2, 17)",13.785
"(2, 18)",13.785
"(2, 19)",15.0467
"(2, 20)",13.785
"(2, 21)",13.785
"(2, 22)",15.0467
"(2, 23)",13.785
"(2, 24)",13.785
"(2, 25)",15.0467
"(2, 26)",13.785
"(2, 27)",13.785
"(2, 28)",12.3267
"(2, 29)",12.3267
"(2, 30)",12.3267
"(2, 31)",12.3267
"(2, 32)",12.3267
"(2, 33)",15.0467
"(2, 34)",9.4817
"(2, 35)",9.4817
"(2, 36)",9.4817
"(2, 37)",15.0467
"(2, 38)",15.0467
"(2, 39)",9.4817
"(2, 40)",9.4817
"(2, 41)",9.4817
"(2, 42)",15.0467
"(2, 43)",17.2817
"(2, 44)",17.2817
"(2, 45)",12.0617
"(2, 46)",12.0617
"(2, 47)",12.0617
"(2, 48)",12.0617
"(2, 49)",12.0617
"(2, 50)",16.7117
"(2, 51)",16.7117
"(2, 52)",15.0467
"(2, 53)",16.7117
"(2, 54)",16.7117
"(2, 55)",15.0467
"(2, 56)",16.7117
"(2, 57)",16.7117
"(2, 58)",15.0467
"(2, 59)",16.7117
"(2, 60)",16.7117
"(2, 61)",15.0467
"(2, 62)",98.9817
"(2, 63)",98.9817
"(2, 64)",15.0467
"(2, 65)",98.9817
"(2, 66)",98.9817
"(2, 67)",15.0467
"(2, 68)",98.9817
"(2, 69)",98.9817
"(2, 70)",15.0467
"(2, 71)",13.1783
"(2, 72)",13.1783
"(2, 73)",13.1783
"(2, 74)",13.1783
"(2, 75)",13.1783
"(2, 76)",15.0467
"(2, 77)",10.685
"(2, 78)",10.685
"(2, 79)",10.685
"(2, 80)",15.0467
"(2, 81)",10.6833
"(2, 82)",10.6833
"(2, 83)",15.0467
"(2, 84)",10.6833
"(2, 85)",10.6833
"(2, 86)",15.0467
"(2, 87)",10.6833
"(2, 88)",10.6833
"(2, 89)",15.0467
"(2, 90)",10.6833
"(2, 91)",10.6833
"(2, 92)",15.0467
"(2, 93)",10.6833
"(2, 94)",10.6833
"(2, 95)",15.0467
"(2, 96)",13.785
"(2, 97)",13.785
"(2, 98)",13.785
"(2, 99)",9.4817
"(2, 100)",9.4817
"(2, 101)",15.0467
"(2, 102)",9.4817
"(2, 103)",9.4817
"(2, 104)",15.0467
"(2, 105)",9.4817
"(2, 106)",9.4817
"(2, 107)",15.0467
"(2, 108)",17.2817
"(2, 109)",17.2817
"(2, 110)",3.5883
"(2, 111)",3.5883
"(2, 112)",9.7283
"(2, 113)",12.0617
"(2, 114)",12.0617
"(2, 115)",12.0617
"(2, 116)",12.0617
"(2, 117)",12.0617
"(2, 118)",16.7117
"(2, 119)",16.7117
"(2, 120)",15.0467
"(2, 121)",16.7117
"(2, 122)",16.7117
"(2, 123)",15.0467
"(2, 124)",16.7117
"(2, 125)",16.7117
"(2, 126)",15.0467
"(2, 127)",16.7117
"(2, 128)",16.7117
"(2, 129)",15.0467
"(3, 0)",15.0467
"(3, 1)",0.0
"(3, 2)",0.0
"(3, 3)",0.0
"(3, 4)",0.0
"(3, 5)",0.0
"(3, 6)",14.3433
"(3, 7)",14.3433
"(3, 8)",14.3433
"(3, 9)",8.6617
"(3, 10)",8.6617
"(3, 11)",15.0467
"(3, 12)",11.5633
"(3, 13)",11.5633
"(3, 14)",11.5633
"(3, 15)",11.5633
"(3, 16)",11.5633
"(3, 17)",13.785
"(3, 18)",13.785
"(3, 19)",15.0467
"(3, 20)",13.785
"(3, 21)",13.785
"(3, 22)",15.0467
"(3, 23)",13.785
"(3, 24)",13.785
"(3, 25)",15.0467
"(3, 26)",13.785
"(3, 27)",13.785
"(3, 28)",12.3267
"(3, 29)",12.3267
"(3, 30)",12.3267
"(3, 31)",12.3267
"(3, 32)",12.3267
"(3, 33)",15.0467
"(3, 34)",9.4817
"(3, 35)",9.4817
"(3, 36)",9.4817
"(3, 37)",15.0467
"(3, 38)",15.0467
"(3, 39)",9.4817
"(3, 40)",9.4817
"(3, 41)",9.4817
"(3, 42)",15.0467
"(3, 43)",17.2817
"(3, 44)",17.2817
"(3, 45)",12.0617
"(3, 46)",12.0617
"(3, 47)",12.0617
"(3, 48)",12.0617
"(3, 49)",12.0617
"(3, 50)",16.7117
"(3, 51)",16.7117
"(3, 52)",15.0467
"(3, 53)",16.7117
"(3, 54)",16.7117
"(3, 55)",15.0467
"(3, 56)",16.7117
"(3, 57)",16.7117
"(3, 58)",15.0467
"(3, 59)",16.7117
"(3, 60)",16.7117
"(3, 61)",15.0467
"(3, 62)",98.9817
"(3, 63)",98.9817
"(3, 64)",15.0467
"(3, 65)",98.9817
"(3, 66)",98.9817
"(3, 67)",15.0467
"(3, 68)",98.9817
"(3, 69)",98.9817
"(3, 70)",15.0467
"(3, 71)",13.1783
"(3, 72)",13.1783
"(3, 73)",13.1783
"(3, 74)",13.1783
"(3, 75)",13.1783
"(3, 76)",15.0467
"(3, 77)",10.685
"(3, 78)",10.685
"(3, 79)",10.685
"(3, 80)",15.0467
"(3, 81)",10.6833
"(3, 82)",10.6833
"(3, 83)",15.0467
"(3, 84)",10.6833
"(3, 85)",10.6833
"(3, 86)",15.0467
"(3, 87)",10.6833
"(3, 88)",10.6833
"(3, 89)",15.0467
"(3, 90)",10.6833
"(3, 91)",10.6833
"(3, 92)",15.0467
"(3, 93)",10.6833
"(3, 94)",10.6833
"(3, 95)",15.0467
"(3, 96)",13.785
"(3, 97)",13.785
"(3, 98)",13.785
"(3, 99)",9.4817
"(3, 100)",9.4817
"(3, 101)",15.0467
"(3, 102)",9.4817
"(3, 103)",9.4817
"(3, 104)",15.0467
"(3, 105)",9.4817
"(3, 106)",9.4817
"(3, 107)",15.0467
"(3, 108)",17.2817
"(3, 109)",17.2817
"(3, 110)",3.5883
"(3, 111)",3.5883
"(3, 112)",9.7283
"(3, 113)",12.0617
"(3, 114)",12.0617
"(3, 115)",12.0617
"(3, 116)",12.0617
"(3, 117)",12.0617
"(3, 118)",16.7117
"(3, 119)",16.7117
"(3, 120)",15.0467
"(3, 121)",16.7117
"(3, 122)",16.7117
"(3, 123)",15.0467
"(3, 124)",16.7117
"(3, 125)",16.7117
"(3, 126)",15.0467
"(3, 127)",16.7117
"(3, 128)",16.7117
"(3, 129)",15.0467
"(4, 0)",15.0467
"(4, 1)",0.0
"(4, 2)",0.0
"(4, 3)",0.0
"(4, 4)",0.0
"(4, 5)",0.0
"(4, 6)",14.3433
"(4, 7)",14.3433
"(4, 8)",14.3433
"(4, 9)",8.6617
"(4, 10)",8.6617
"(4, 11)",15.0467
"(4, 12)",11.5633
"(4, 13)",11.5633
"(4, 14)",11.5633
"(4, 15)",11.5633
"(4, 16)",11.5633
"(4, 17)",13.785
"(4, 18)",13.785
"(4, 19)",15.0467
"(4, 20)",13.785
"(4, 21)",13.785
"(4, 22)",15.0467
"(4, 23)",13.785
"(4, 24)",13.785
"(4, 25)",15.0467
"(4, 26)",13.785
"(4, 27)",13.785
"(4, 28)",12.3267
"(4, 29)",12.3267
"(4, 30)",12.3267
"(4, 31)",12.3267
"(4, 32)",12.3267
"(4, 33)",15.0467
"(4, 34)",9.4817
"(4, 35)",9.4817
"(4, 36)",9.4817
"(4, 37)",15.0467
"(4, 38)",15.0467
"(4, 39)",9.4817
"(4, 40)",9.4817
"(4, 41)",9.4817
"(4, 42)",15.0467
"(4, 43)",17.2817
"(4, 44)",17.2817
"(4, 45)",12.0617
"(4, 46)",12.0617
"(4, 47)",12.0617
"(4, 48)",12.0617
"(4, 49)",12.0617
"(4, 50)",16.7117
"(4, 51)",16.7117
"(4, 52)",15.0467
"(4, 53)",16.7117
"(4, 54)",16.7117
"(4, 55)",15.0467
"(4, 56)",16.7117
"(4, 57)",16.7117
"(4, 58)",15.0467
"(4, 59)",16.7117
"(4, 60)",16.7117
"(4, 61)",15.0467
"(4, 62)",98.9817
"(4, 63)",98.9817
"(4, 64)",15.0467
"(4, 65)",98.9817
"(4, 66)",98.9817
"(4, 67)",15.0467
"(4, 68)",98.9817
"(4, 69)",98.9817
"(4, 70)",15.0467
"(4, 71)",13.1783
"(4, 72)",13.1783
"(4, 73)",13.1783
"(4, 74)",13.1783
"(4, 75)",13.1783
"(4, 76)",15.0467
"(4, 77)",10.685
"(4, 78)",10.685
"(4, 79)",10.685
"(4, 80)",15.0467
"(4, 81)",10.6833
"(4, 82)",10.6833
"(4, 83)",15.0467
"(4, 84)",10.6833
"(4, 85)",10.6833
"(4, 86)",15.0467
"(4, 87)",10.6833
"(4, 88)",10.6833
"(4, 89)",15.0467
"(4, 90)",10.6833
"(4, 91)",10.6833
"(4, 92)",15.0467
"(4, 93)",10.6833
"(4, 94)",10.6833
"(4, 95)",15.0467
"(4, 96)",13.785
"(4, 97)",13.785
"(4, 98)",13.785
"(4, 99)",9.4817
"(4, 100)",9.4817
"(4, 101)",15.0467
"(4, 102)",9.4817
"(4, 103)",9.4817
"(4, 104)",15.0467
"(4, 105)",9.4817
"(4, 106)",9.4817
"(4, 107)",15.0467
"(4, 108)",17.2817
"(4, 109)",17.2817
"(4, 110)",3.5883
"(4, 111)",3.5883
"(4, 112)",9.7283
"(4, 113)",12.0617
"(4, 114)",12.0617
"(4, 115)",12.0617
"(4, 116)",12.0617
"(4, 117)",12.0617
"(4, 118)",16.7117
"(4, 119)",16.7117
"(4, 120)",15.0467
"(4, 121)",16.7117
"(4, 122)",16.7117
"(4, 123)",15.0467
"(4, 124)",16.7117
"(4, 125)",16.7117
"(4, 126)",15.0467
"(4, 127)",16.7117
"(4, 128)",16.7117
"(4, 129)",15.0467
"(5, 0)",15.0467
"(5, 1)",0.0
"(5, 2)",0.0
"(5, 3)",0.0
"(5, 4)",0.0
"(5, 5)",0.0
"(5, 6)",14.3433
"(5, 7)",14.3433
"(5, 8)",14.3433
"(5, 9)",8.6617
"(5, 10)",8.6617
"(5, 11)",15.0467
"(5, 12)",11.5633
"(5, 13)",11.5633
"(5, 14)",11.5633
"(5, 15)",11.5633
"(5, 16)",11.5633
"(5, 17)",13.785
"(5, 18)",13.785
"(5, 19)",15.0467
"(5, 20)",13.785
"(5, 21)",13.785
"(5, 22)",15.0467
"(5, 23)",13.785
"(5, 24)",13.785
"(5, 25)",15.0467
"(5, 26)",13.785
"(5, 27)",13.785
"(5, 28)",12.3267
"(5, 29)",12.3267
"(5, 30)",12.3267
"(5, 31)",12.3267
"(5, 32)",12.3267
"(5, 33)",15.0467
"(5, 34)",9.4817
"(5, 35)",9.4817
"(5, 36)",9.4817
"(5, 37)",15.0467
"(5, 38)",15.0467
"(5, 39)",9.4817
"(5, 40)",9.4817
"(5, 41)",9.4817
"(5, 42)",15.0467
"(5, 43)",17.2817
"(5, 44)",17.2817
"(5, 45)",12.0617
"(5, 46)",12.0617
"(5, 47)",12.0617
"(5, 48)",12.0617
"(5, 49)",12.0617
"(5, 50)",16.7117
"(5, 51)",16.7117
"(5, 52)",15.0467
"(5, 53)",16.7117
"(5, 54)",16.7117
"(5, 55)",15.0467
"(5, 56)",16.7117
"(5, 57)",16.7117
"(5, 58)",15.0467
"(5, 59)",16.7117
"(5, 60)",16.7117
"(5, 61)",15.0467
"(5, 62)",98.9817
"(5, 63)",98.9817
"(5, 64)",15.0467
"(5, 65)",98.9817
"(5, 66)",98.9817
"(5, 67)",15.0467
"(5, 68)",98.9817
"(5, 69)",98.9817
"(5, 70)",15.0467
"(5, 71)",13.1783
"(5, 72)",13.1783
"(5, 73)",13.1783
"(5, 74)",13.1783
"(5, 75)",13.1783
"(5, 76)",15.0467
"(5, 77)",10.685
"(5, 78)",10.685
"(5, 79)",10.685
"(5, 80)",15.0467
"(5, 81)",10.6833
"(5, 82)",10.6833
"(5, 83)",15.0467
"(5, 84)",10.6833
"(5, 85)",10.6833
"(5, 86)",15.0467
"(5, 87)",10.6833
"(5, 88)",10.6833
"(5, 89)",15.0467
"(5, 90)",10.6833
"(5, 91)",10.6833
"(5, 92)",15.0467
"(5, 93)",10.6833
"(5, 94)",10.6833
"(5, 95)",15.0467
"(5, 96)",13.785
"(5, 97)",13.785
"(5, 98)",13.785
"(5, 99)",9.4817
"(5, 100)",9.4817
"(5, 101)",15.0467
"(5, 102)",9.4817
"(5, 103)",9.4817
"(5, 104)",15.0467
"(5, 105)",9.4817
"(5, 106)",9.4817
"(5, 107)",15.0467
"(5, 108)",17.2817
"(5, 109)",17.2817
"(5, 110)",3.5883
"(5, 111)",3.5883
"(5, 112)",9.7283
"(5, 113)",12.0617
"(5, 114)",12.0617
"(5, 115)",12.0617
"(5, 116)",12.0617
"(5, 117)",12.0617
"(5, 118)",16.7117
"(5, 119)",16.7117
"(5, 120)",15.0467
"(5, 121)",16.7117
"(5, 122)",16.7117
"(5, 123)",15.0467
"(5, 124)",16.7117
"(5, 125)",16.7117
"(5, 126)",15.0467
"(5, 127)",16.7117
"(5, 128)",16.7117
"(5, 129)",15.0467
"(6, 0)",6.5083
"(6, 1)",13.47
"(6, 2)",13.47
"(6, 3)",13.47
"(6, 4)",13.47
"(6, 5)",13.47
"(6, 6)",0.0
"(6, 7)",0.0
"(6, 8)",0.0
"(6, 9)",12.6633
"(6, 10)",12.6633
"(6, 11)",6.5083
"(6, 12)",9.46
"(6, 13)",9.46
"(6, 14)",9.46
"(6, 15)",9.46
"(6, 16)",9.46
"(6, 17)",23.31
"(6, 18)",23.31
"(6, 19)",6.5083
"(6, 20)",23.31
"(6, 21)",23.31
"(6, 22)",6.5083
"(6, 23)",23.31
"(6, 24)",23.31
"(6, 25)",6.5083
"(6, 26)",23.31
"(6, 27)",23.31
"(6, 28)",21.8517
"(6, 29)",21.8517
"(6, 30)",21.8517
"(6, 31)",21.8517
"(6, 32)",21.8517
"(6, 33)",6.5083
"(6, 34)",16.465
"(6, 35)",16.465
"(6, 36)",16.465
"(6, 37)",6.5083
"(6, 38)",6.5083
"(6, 39)",16.465
"(6, 40)",16.465
"(6, 41)",16.465
"(6, 42)",6.5083
"(6, 43)",10.945
"(6, 44)",10.945
"(6, 45)",9.015
"(6, 46)",9.015
"(6, 47)",9.015
"(6, 48)",9.015
"(6, 49)",9.015
"(6, 50)",4.3367
"(6, 51)",4.3367
"(6, 52)",6.5083
"(6, 53)",4.3367
"(6, 54)",4.3367
"(6, 55)",6.5083
"(6, 56)",4.3367
"(6, 57)",4.3367
"(6, 58)",6.5083
"(6, 59)",4.3367
"(6, 60)",4.3367
"(6, 61)",6.5083
"(6, 62)",94.2967
"(6, 63)",94.2967
"(6, 64)",6.5083
"(6, 65)",94.2967
"(6, 66)",94.2967
"(6, 67)",6.5083
"(6, 68)",94.2967
"(6, 69)",94.2967
"(6, 70)",6.5083
"(6, 71)",10.5467
"(6, 72)",10.5467
"(6, 73)",10.5467
"(6, 74)",10.5467
"(6, 75)",10.5467
"(6, 76)",6.5083
"(6, 77)",15.8533
"(6, 78)",15.8533
"(6, 79)",15.8533
"(6, 80)",6.5083
"(6, 81)",9.0683
"(6, 82)",9.0683
"(6, 83)",6.5083
"(6, 84)",9.0683
"(6, 85)",9.0683
"(6, 86)",6.5083
"(6, 87)",9.0683
"(6, 88)",9.0683
"(6, 89)",6.5083
"(6, 90)",9.0683
"(6, 91)",9.0683
"(6, 92)",6.5083
"(6, 93)",9.0683
"(6, 94)",9.0683
"(6, 95)",6.5083
"(6, 96)",23.31
"(6, 97)",23.31
"(6, 98)",23.31
"(6, 99)",16.465
"(6, 100)",16.465
"(6, 101)",6.5083
"(6, 102)",16.465
"(6, 103)",16.465
"(6, 104)",6.5083
"(6, 105)",16.465
"(6, 106)",16.465
"(6, 107)",6.5083
"(6, 108)",10.945
"(6, 109)",10.945
"(6, 110)",13.215
"(6, 111)",13.215
"(6, 112)",7.5283
"(6, 113)",9.015
"(6, 114)",9.015
"(6, 115)",9.015
"(6, 116)",9.015
"(6, 117)",9.015
"(6, 118)",4.3367
"(6, 119)",4.3367
"(6, 120)",6.5083
"(6, 121)",4.3367
"(6, 122)",4.3367
"(6, 123)",6.5083
"(6, 124)",4.3367
"(6, 125)",4.3367
"(6, 126)",6.5083
"(6, 127)",4.3367
"(6, 128)",4.3367
"(6, 129)",6.5083
"(7, 0)",6.5083
"(7, 1)",13.47
"(7, 2)",13.47
"(7, 3)",13.47
"(7, 4)",13.47
"(7, 5)",13.47
"(7, 6)",0.0
"(7, 7)",0.0
"(7, 8)",0.0
"(7, 9)",12.6633
"(7, 10)",12.6633
"(7, 11)",6.5083
"(7, 12)",9.46
"(7, 13)",9.46
"(7, 14)",9.46
"(7, 15)",9.46
"(7, 16)",9.46
"(7, 17)",23.31
"(7, 18)",23.31
"(7, 19)",6.5083
"(7, 20)",23.31
"(7, 21)",23.31
"(7, 22)",6.5083
"(7, 23)",23.31
"(7, 24)",23.31
"(7, 25)",6.5083
"(7, 26)",23.31
"(7, 27)",23.31
"(7, 28)",21.8517
"(7, 29)",21.8517
"(7, 30)",21.8517
"(7, 31)",21.8517
"(7, 32)",21.8517
"(7, 33)",6.5083
"(7, 34)",16.465
"(7, 35)",16.465
"(7, 36)",16.465
"(7, 37)",6.5083
"(7, 38)",6.5083
"(7, 39)",16.465
"(7, 40)",16.465
"(7, 41)",16.465
"(7, 42)",6.5083
"(7, 43)",10.945
"(7, 44)",10.945
"(7, 45)",9.015
"(7, 46)",9.015
"(7, 47)",9.015
"(7, 48)",9.015
"(7, 49)",9.015
"(7, 50)",4.3367
"(7, 51)",4.3367
"(7, 52)",6.5083
"(7, 53)",4.3367
"(7, 54)",4.3367
"(7, 55)",6.5083
"(7, 56)",4.3367
"(7, 57)",4.3367
"(7, 58)",6.5083
"(7, 59)",4.3367
"(7, 60)",4.3367
"(7, 61)",6.5083
"(7, 62)",94.2967
"(7, 63)",94.2967
"(7, 64)",6.5083
"(7, 65)",94.2967
"(7, 66)",94.2967
"(7, 67)",6.5083
"(7, 68)",94.2967
"(7, 69)",94.2967
"(7, 70)",6.5083
"(7, 71)",10.5467
"(7, 72)",10.5467
"(7, 73)",10.5467
"(7, 74)",10.5467
"(7, 75)",10.5467
"(7, 76)",6.5083
"(7, 77)",15.8533
"(7, 78)",15.8533
"(7, 79)",15.8533
"(7, 80)",6.5083
"(7, 81)",9.0683
"(7, 82)",9.0683
"(7, 83)",6.5083
"(7, 84)",9.0683
"(7, 85)",9.0683
"(7, 86)",6.5083
"(7, 87)",9.0683
"(7, 88)",9.0683
"(7, 89)",6.5083
"(7, 90)",9.0683
"(7, 91)",9.0683
"(7, 92)",6.5083
"(7, 93)",9.0683
"(7, 94)",9.0683
"(7, 95)",6.5083
"(7, 96)",23.31
"(7, 97)",23.31
"(7, 98)",23.31
"(7, 99)",16.465
"(7, 100)",16.465
"(7, 101)",6.5083
"(7, 102)",16.465
"(7, 103)",16.465
"(7, 104)",6.5083
"(7, 105)",16.465
"(7, 106)",16.465
"(7, 107)",6.5083
"(7, 108)",10.945
"(7, 109)",10.945
"(7, 110)",13.215
"(7, 111)",13.215
"(7, 112)",7.5283
"(7, 113)",9.015
"(7, 114)",9.015
"(7, 115)",9.015
"(7, 116)",9.015
"(7, 117)",9.015
"(7, 118)",4.3367
"(7, 119)",4.3367
"(7, 120)",6.5083
"(7, 121)",4.3367
"(7, 122)",4.3367
"(7, 123)",6.5083
"(7, 124)",4.3367
"(7, 125)",4.3367
"(7, 126)",6.5083
"(7, 127)",4.3367
"(7, 128)",4.3367
"(7, 129)",6.5083
"(8, 0)",6.5083
"(8, 1)",13.47
"(8, 2)",13.47
"(8, 3)",13.47
"(8, 4)",13.47
"(8, 5)",13.47
"(8, 6)",0.0
"(8, 7)",0.0
"(8, 8)",0.0
"(8, 9)",12.6633
"(8, 10)",12.6633
"(8, 11)",6.5083
"(8, 12)",9.46
"(8, 13)",9.46
"(8, 14)",9.46
"(8, 15)",9.46
"(8, 16)",9.46
"(8, 17)",23.31
"(8, 18)",23.31
"(8, 19)",6.5083
"(8, 20)",23.31
"(8, 21)",23.31
"(8, 22)",6.5083
"(8, 23)",23.31
"(8, 24)",23.31
"(8, 25)",6.5083
"(8, 26)",23.31
"(8, 27)",23.31
"(8, 28)",21.8517
"(8, 29)",21.8517
"(8, 30)",21.8517
"(8, 31)",21.8517
"(8, 32)",21.8517
"(8, 33)",6.5083
"(8, 34)",16.465
"(8, 35)",16.465
"(8, 36)",16.465
"(8, 37)",6.5083
"(8, 38)",6.5083
"(8, 39)",16.465
"(8, 40)",16.465
"(8, 41)",16.465
"(8, 42)",6.5083
"(8, 43)",10.945
"(8, 44)",10.945
"(8, 45)",9.015
"(8, 46)",9.015
"(8, 47)",9.015
"(8, 48)",9.015
"(8, 49)",9.015
"(8, 50)",4.3367
"(8, 51)",4.3367
"(8, 52)",6.5083
"(8, 53)",4.3367
"(8, 54)",4.3367
"(8, 55)",6.5083
"(8, 56)",4.3367
"(8, 57)",4.3367
"(8, 58)",6.5083
